Absolute path,Relative path,Class name
C:\Users\nasty\ap_laba2\dataset3\02034.jpg,dataset3\02034.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02859.jpg,dataset3\02859.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08423.jpg,dataset3\08423.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07487.jpg,dataset3\07487.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00170.jpg,dataset3\00170.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02128.jpg,dataset3\02128.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08018.jpg,dataset3\08018.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08964.jpg,dataset3\08964.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04818.jpg,dataset3\04818.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02981.jpg,dataset3\02981.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00260.jpg,dataset3\00260.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05119.jpg,dataset3\05119.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07671.jpg,dataset3\07671.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09409.jpg,dataset3\09409.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08476.jpg,dataset3\08476.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02290.jpg,dataset3\02290.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00045.jpg,dataset3\00045.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02059.jpg,dataset3\02059.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01275.jpg,dataset3\01275.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04717.jpg,dataset3\04717.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09716.jpg,dataset3\09716.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06163.jpg,dataset3\06163.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07009.jpg,dataset3\07009.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08381.jpg,dataset3\08381.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07834.jpg,dataset3\07834.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02480.jpg,dataset3\02480.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03603.jpg,dataset3\03603.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04140.jpg,dataset3\04140.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06732.jpg,dataset3\06732.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03901.jpg,dataset3\03901.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09413.jpg,dataset3\09413.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02441.jpg,dataset3\02441.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07972.jpg,dataset3\07972.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05571.jpg,dataset3\05571.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04875.jpg,dataset3\04875.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00954.jpg,dataset3\00954.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06267.jpg,dataset3\06267.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07569.jpg,dataset3\07569.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00590.jpg,dataset3\00590.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03930.jpg,dataset3\03930.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03910.jpg,dataset3\03910.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02387.jpg,dataset3\02387.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09253.jpg,dataset3\09253.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05526.jpg,dataset3\05526.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07585.jpg,dataset3\07585.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06485.jpg,dataset3\06485.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00109.jpg,dataset3\00109.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05690.jpg,dataset3\05690.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03422.jpg,dataset3\03422.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07277.jpg,dataset3\07277.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05807.jpg,dataset3\05807.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02887.jpg,dataset3\02887.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04131.jpg,dataset3\04131.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08578.jpg,dataset3\08578.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05142.jpg,dataset3\05142.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03064.jpg,dataset3\03064.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03431.jpg,dataset3\03431.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09160.jpg,dataset3\09160.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09842.jpg,dataset3\09842.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06975.jpg,dataset3\06975.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05640.jpg,dataset3\05640.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02471.jpg,dataset3\02471.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07721.jpg,dataset3\07721.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04858.jpg,dataset3\04858.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04570.jpg,dataset3\04570.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02883.jpg,dataset3\02883.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02811.jpg,dataset3\02811.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06206.jpg,dataset3\06206.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01588.jpg,dataset3\01588.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05877.jpg,dataset3\05877.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02182.jpg,dataset3\02182.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05141.jpg,dataset3\05141.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05742.jpg,dataset3\05742.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09682.jpg,dataset3\09682.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08030.jpg,dataset3\08030.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03805.jpg,dataset3\03805.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00874.jpg,dataset3\00874.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01092.jpg,dataset3\01092.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03106.jpg,dataset3\03106.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08114.jpg,dataset3\08114.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02824.jpg,dataset3\02824.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00366.jpg,dataset3\00366.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09342.jpg,dataset3\09342.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08334.jpg,dataset3\08334.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09611.jpg,dataset3\09611.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06650.jpg,dataset3\06650.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02659.jpg,dataset3\02659.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02040.jpg,dataset3\02040.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00174.jpg,dataset3\00174.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05809.jpg,dataset3\05809.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00734.jpg,dataset3\00734.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04549.jpg,dataset3\04549.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06542.jpg,dataset3\06542.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09622.jpg,dataset3\09622.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09585.jpg,dataset3\09585.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04936.jpg,dataset3\04936.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03881.jpg,dataset3\03881.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00166.jpg,dataset3\00166.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03232.jpg,dataset3\03232.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00167.jpg,dataset3\00167.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04416.jpg,dataset3\04416.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09219.jpg,dataset3\09219.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02670.jpg,dataset3\02670.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04694.jpg,dataset3\04694.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09119.jpg,dataset3\09119.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05663.jpg,dataset3\05663.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09406.jpg,dataset3\09406.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01516.jpg,dataset3\01516.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08812.jpg,dataset3\08812.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08597.jpg,dataset3\08597.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09838.jpg,dataset3\09838.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06373.jpg,dataset3\06373.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08167.jpg,dataset3\08167.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09193.jpg,dataset3\09193.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01531.jpg,dataset3\01531.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01691.jpg,dataset3\01691.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03800.jpg,dataset3\03800.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01619.jpg,dataset3\01619.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06780.jpg,dataset3\06780.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08336.jpg,dataset3\08336.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02869.jpg,dataset3\02869.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04761.jpg,dataset3\04761.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01193.jpg,dataset3\01193.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03652.jpg,dataset3\03652.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07364.jpg,dataset3\07364.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09173.jpg,dataset3\09173.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06304.jpg,dataset3\06304.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06988.jpg,dataset3\06988.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07747.jpg,dataset3\07747.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04058.jpg,dataset3\04058.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06636.jpg,dataset3\06636.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00307.jpg,dataset3\00307.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00827.jpg,dataset3\00827.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06513.jpg,dataset3\06513.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00544.jpg,dataset3\00544.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04671.jpg,dataset3\04671.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02995.jpg,dataset3\02995.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05507.jpg,dataset3\05507.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09813.jpg,dataset3\09813.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08189.jpg,dataset3\08189.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07223.jpg,dataset3\07223.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04839.jpg,dataset3\04839.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03456.jpg,dataset3\03456.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03187.jpg,dataset3\03187.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00796.jpg,dataset3\00796.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08061.jpg,dataset3\08061.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03061.jpg,dataset3\03061.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03198.jpg,dataset3\03198.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01669.jpg,dataset3\01669.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04223.jpg,dataset3\04223.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01790.jpg,dataset3\01790.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06745.jpg,dataset3\06745.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06594.jpg,dataset3\06594.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03209.jpg,dataset3\03209.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08470.jpg,dataset3\08470.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09686.jpg,dataset3\09686.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01551.jpg,dataset3\01551.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01248.jpg,dataset3\01248.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04212.jpg,dataset3\04212.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08076.jpg,dataset3\08076.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05603.jpg,dataset3\05603.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00328.jpg,dataset3\00328.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07986.jpg,dataset3\07986.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05668.jpg,dataset3\05668.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03142.jpg,dataset3\03142.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08623.jpg,dataset3\08623.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09454.jpg,dataset3\09454.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09528.jpg,dataset3\09528.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00628.jpg,dataset3\00628.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02317.jpg,dataset3\02317.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08828.jpg,dataset3\08828.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02966.jpg,dataset3\02966.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09010.jpg,dataset3\09010.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06596.jpg,dataset3\06596.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08158.jpg,dataset3\08158.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07374.jpg,dataset3\07374.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09251.jpg,dataset3\09251.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04031.jpg,dataset3\04031.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04322.jpg,dataset3\04322.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02205.jpg,dataset3\02205.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00317.jpg,dataset3\00317.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02930.jpg,dataset3\02930.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06893.jpg,dataset3\06893.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07557.jpg,dataset3\07557.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02541.jpg,dataset3\02541.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09915.jpg,dataset3\09915.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06117.jpg,dataset3\06117.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02249.jpg,dataset3\02249.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08258.jpg,dataset3\08258.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04289.jpg,dataset3\04289.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06924.jpg,dataset3\06924.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00650.jpg,dataset3\00650.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07175.jpg,dataset3\07175.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09208.jpg,dataset3\09208.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03610.jpg,dataset3\03610.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05286.jpg,dataset3\05286.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01973.jpg,dataset3\01973.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02861.jpg,dataset3\02861.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09080.jpg,dataset3\09080.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07838.jpg,dataset3\07838.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06465.jpg,dataset3\06465.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04308.jpg,dataset3\04308.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03301.jpg,dataset3\03301.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05231.jpg,dataset3\05231.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03362.jpg,dataset3\03362.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05369.jpg,dataset3\05369.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00731.jpg,dataset3\00731.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08140.jpg,dataset3\08140.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06287.jpg,dataset3\06287.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01540.jpg,dataset3\01540.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04893.jpg,dataset3\04893.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03449.jpg,dataset3\03449.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03361.jpg,dataset3\03361.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03783.jpg,dataset3\03783.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05736.jpg,dataset3\05736.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01137.jpg,dataset3\01137.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01530.jpg,dataset3\01530.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01864.jpg,dataset3\01864.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09615.jpg,dataset3\09615.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00140.jpg,dataset3\00140.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07677.jpg,dataset3\07677.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00262.jpg,dataset3\00262.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09904.jpg,dataset3\09904.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01481.jpg,dataset3\01481.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02046.jpg,dataset3\02046.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04871.jpg,dataset3\04871.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04342.jpg,dataset3\04342.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00408.jpg,dataset3\00408.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01961.jpg,dataset3\01961.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09276.jpg,dataset3\09276.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01403.jpg,dataset3\01403.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04562.jpg,dataset3\04562.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03619.jpg,dataset3\03619.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04806.jpg,dataset3\04806.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09244.jpg,dataset3\09244.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09464.jpg,dataset3\09464.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05760.jpg,dataset3\05760.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07621.jpg,dataset3\07621.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03116.jpg,dataset3\03116.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01825.jpg,dataset3\01825.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09211.jpg,dataset3\09211.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06640.jpg,dataset3\06640.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06916.jpg,dataset3\06916.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06801.jpg,dataset3\06801.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07931.jpg,dataset3\07931.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06559.jpg,dataset3\06559.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06915.jpg,dataset3\06915.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03701.jpg,dataset3\03701.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04557.jpg,dataset3\04557.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02999.jpg,dataset3\02999.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09846.jpg,dataset3\09846.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00651.jpg,dataset3\00651.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08538.jpg,dataset3\08538.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03328.jpg,dataset3\03328.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04848.jpg,dataset3\04848.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09570.jpg,dataset3\09570.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08278.jpg,dataset3\08278.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08831.jpg,dataset3\08831.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07269.jpg,dataset3\07269.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01367.jpg,dataset3\01367.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00620.jpg,dataset3\00620.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05811.jpg,dataset3\05811.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07335.jpg,dataset3\07335.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03429.jpg,dataset3\03429.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08886.jpg,dataset3\08886.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04473.jpg,dataset3\04473.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09153.jpg,dataset3\09153.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01873.jpg,dataset3\01873.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\03954.jpg,dataset3\03954.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06939.jpg,dataset3\06939.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01316.jpg,dataset3\01316.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05664.jpg,dataset3\05664.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\07107.jpg,dataset3\07107.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05688.jpg,dataset3\05688.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\09088.jpg,dataset3\09088.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00595.jpg,dataset3\00595.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\08613.jpg,dataset3\08613.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\02210.jpg,dataset3\02210.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\01816.jpg,dataset3\01816.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\04178.jpg,dataset3\04178.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\06193.jpg,dataset3\06193.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\05606.jpg,dataset3\05606.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00577.jpg,dataset3\00577.jpg,rose
C:\Users\nasty\ap_laba2\dataset3\00645.jpg,dataset3\00645.jpg,rose
